"claim_id","route_path","source_file","block_order","categories","claim_text","evidence_status","source_evidence","recommended_action"
"claim-8a9024bae828aced","/blog/ai-lead-qualification-estate-agents-2026","blog/ai-lead-qualification-estate-agents-2026.html","25","guarantee-or-absolute","The agencies that implement AI lead qualification most successfully tend to start narrow. Rather than attempting to automate every enquiry type simultaneously, they pick one workflow — most commonly the valuation request form or the website chat — prove the process, measure the conversion improvement, and then expand.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-b50276e80afa32e8","/blog/ai-lead-scoring-fitness-coaches-uk","blog/ai-lead-scoring-fitness-coaches-uk.html","6","guarantee-or-absolute","Sorting that mix manually is expensive. Every hour spent on back-and-forth with a low-intent enquiry is an hour not spent coaching paying clients, creating content, or having a proper sales conversation with someone who was already close to buying. AI lead scoring offers a practical fix: a consistent, automated qualification layer that catches every enquiry, asks the right questions, and routes people to the right next step — before you ever need to look at your phone.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-20463db12df7ff44","/blog/ai-lead-scoring-fitness-coaches-uk","blog/ai-lead-scoring-fitness-coaches-uk.html","10","ranking | guarantee-or-absolute","Research from Salesforce's State of Sales consistently shows that sales teams waste significant time pursuing leads that were never likely to convert, and that faster prioritisation of warm leads is one of the strongest levers for improving close rates. For a solo coach or a small team, that problem is even sharper, because there is no pipeline manager to filter the noise. The coach is the pipeline manager.","source-citation-present-review-required","legacy block contains an external link","Retain as source copy; verify, qualify or remove during editorial review."
"claim-2ed75a739b37c705","/blog/ai-lead-scoring-fitness-coaches-uk","blog/ai-lead-scoring-fitness-coaches-uk.html","12","guarantee-or-absolute","The starting point is accepting that not every enquiry deserves the same response, and that building a system to distinguish between them is not unfriendly — it is respectful of everyone's time.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-36cdd97bbb6c90ed","/blog/ai-lead-scoring-fitness-coaches-uk","blog/ai-lead-scoring-fitness-coaches-uk.html","20","ranking","The Best Questions to Ask Before Offering a Call","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-e23eec18bdc5c947","/blog/ai-lead-scoring-fitness-coaches-uk","blog/ai-lead-scoring-fitness-coaches-uk.html","24","metric | pricing","Some coaches also include a budget comfort question, though this works better as a range (""£150–£300 per month"" versus ""over £300"") than as a direct ask, which can feel abrasive before any real relationship has been established.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-993d3ad94241d1ba","/blog/ai-lead-scoring-fitness-coaches-uk","blog/ai-lead-scoring-fitness-coaches-uk.html","34","metric | timeline | guarantee-or-absolute","The practical fix is straightforward: keep your automated follow-up focused on the process and the support you provide, not on specific outcome promises. ""We help you build sustainable habits with weekly check-ins and a personalised plan"" is solid. ""Lose 20 pounds in 60 days guaranteed"" is not.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-190241aebbdc2bdd","/blog/ai-lead-scoring-fitness-coaches-uk","blog/ai-lead-scoring-fitness-coaches-uk.html","37","guarantee-or-absolute","Week one: Audit your current enquiry sources. Where are leads actually coming from — Instagram DMs, Facebook Lead Ads, a website form, email? List every channel and note the volume and current response process for each.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-a1eea34269c15159","/blog/ai-lead-scoring-fitness-coaches-uk","blog/ai-lead-scoring-fitness-coaches-uk.html","45","guarantee-or-absolute","The goal was never to remove the human element from coaching. It was to make sure that the human element — your time, your energy, your expertise — goes to the people it can actually help, rather than being spread across every curious message that arrives in your inbox.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-139fe295b7e67244","/blog/ai-missed-call-recovery-dentists-uk","blog/ai-missed-call-recovery-dentists-uk.html","5","metric | pricing","The phone rings at 11:40 on a Tuesday morning. Your receptionist is checking in a nervous patient, a clinician has just started a crown prep in surgery two, and the other line lit up four minutes ago. By the time anyone calls back, the person who rang has already tried the next practice along. They wanted a consultation for Invisalign. They would have been worth £3,000 to £4,500 to your diary.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-d985fc419c7fddfb","/blog/ai-missed-call-recovery-dentists-uk","blog/ai-missed-call-recovery-dentists-uk.html","6","guarantee-or-absolute","This is not a staffing failure. It is a structural one. Even a well-run, well-staffed practice has predictable windows every day where inbound calls go unanswered: the morning rush before the first appointment, surgery time, lunch cover, and the period after 5pm when reception has closed. In many practices these windows overlap almost exactly with the times when high-intent patients — new patients, cosmetic enquirers, people in pain — are most likely to call.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
