card_id,category,title,severity,auto_fixable,quick_win,themes,root_cause_groups,status,confidence,n_affected_urls,affected_paths,estimated_impact,exact_dup_group,text_hash,stage,why,recommendation
152,Content,Add specific data points to article (improve referenceability),Easy,False,False,OTHER,RC-07,recommendation-only,high,1,/blog/fitness-coach-enquiry-automation,+18 pts,,d6e92eb98d6b3e01,3,"For a technology/AI site targeting UK fitness coaches, missing data points reduces referral traffic from professional blogs and decreases time-on-page, which signals low value to search engines.","Add a specific statistic about lead response time: e.g., 'Coaches who respond within 5 minutes are 21x more likely to convert a lead (Harvard Business Review).' In the 'practical build path' section, add concrete numbers: e.g., 'In our case study, one coach reduced no-shows by 40% and booked 12 extra consultations per month.' Include a data point from the fitness industry: e.g., 'According to a 2023 report, 70% of fitness leads expect a reply within 1 hour.'"
153,Content,Fix heading hierarchy and expand content on /services/web-design-development,Medium,False,False,META_DESC|H1_DUPLICATE|HEADING_GENERIC|FAQ|THIN|READABILITY,RC-01|RC-04|RC-05|RC-07,confirmed-runtime,high,1,/services/web-design-development,+20 pts,,f185a34e7ddaaad9,2,"As a service page for web design & development, missing meta description and thin content reduce organic CTR and rankings. Homeowners/panicked buyers (panic mode) need reassurance; unclear headings and low word count cause bounce. Estimated 15-20% traffic loss vs. optimized competitors.","Write meta description (140-160 chars) including target keywords.Include 'bespoke web design UK', 'conversion-focused development', and 'Silverstone AI'. Bespoke web design & development UK by Silverstone AI. We build conversion-focused, strategy-driven websites that turn visitors into booked calls. Rewrite H1 to be descriptive and keyword-rich.Current H1 is too vague. Use 'Bespoke Web Design & Development UK | Conversion-Focused Websites'. H1: Bespoke Web Design & Development UK | Conversion-Focused Websites Fix all H2s: correct spacing errors and ensure clear, readable headings.Change 'expen"
154,Content,Add specific data and statistics to fitness no-show blog post,Easy,False,False,CITATION,RC-07,recommendation-only,high,1,/blog/automate-no-show-follow-up,+12 pts,,8fe48a1dc65f12ea,3,"For AI & ML content targeting fitness coaches, missing data reduces EEAT. Readers (fitness business owners) need hard numbers to justify automation investment. Current vagueness lowers trust and SEO authority.","Add a statistic in the Introduction about industry average no-show rates or conversion impact.For example: 'According to a 2023 FitPro study, UK fitness coaches experience a 15-20% first-consultation no-show rate. Proper follow-up can recover 40% of those leads.' Insert after '...or leave it?': 'Industry data shows that fitness coaches lose 20% of consultations to no-shows, but automated follow-up can recover up to 40% of those leads.' Add quantified benefits for each maturity level.In Level 1 mention average recovery rates; in Level 2 include response time improvements; in Level 3 cite multi-"
155,Content,Add meta description and fix H1 for the PMS downtime article,Easy,True,False,META_DESC|H1_DUPLICATE|COOKIE_H1,RC-01|RC-03|RC-04,confirmed-runtime,high,1,/blog/how-dental-practices-should-run,+15 pts,,3520a41e1d3a8d8d,2,"Missing meta description causes search snippets to auto-generate, likely reducing organic CTR by 5-10% for dental practice managers searching for PMS downtime guidance. A mismatched H1 confuses users and search engines, reducing topical authority and click-through rates.","Write a meta description of 140-160 characters summarizing the article's value for dental practices.Include key terms like PMS downtime, fallback process, UK dental practice, and restoration steps. Learn how to create a PMS downtime procedure for your dental practice. Set fallback records, manage calls, and restore data without duplicates. Change the H1 from 'Customize your cookie preferences' to a relevant heading.The page's first visible H1 should match the article topic, not a cookie banner. Replace with: 'How to Run a Dental Practice During PMS Downtime'"
156,Content,Add structured data (JSON-LD) to the blog article,Easy,True,False,SCHEMA|DATES,RC-02,refuted-live,high,1,/blog/fitness-coach-enquiry-automation,+20 pts,,a13721532c2da062,3,"For a tech/AI site targeting UK fitness coaches, rich snippets can increase organic CTR by 20-30% on informational queries. Without schema, the content blends into standard blue links, reducing visibility in a competitive niche.","Add Article schema in JSON-LD format to the <head> of the page. Include properties: @context, @type, headline, author, datePublished, dateModified, publisher, description, image (if available). Verify the schema using Google's Rich Results Test."
157,Content,Add specific data points to boost referenceability (downtime article),Easy,False,False,TABLE,RC-07,recommendation-only,high,1,/blog/how-dental-practices-should-run,+18 pts,,d9d75d0496ab5f2f,3,"Dental practice decision-makers rely on concrete data to justify procedure changes. Missing statistics reduces trust and adoption, likely decreasing conversion of readers into leads for Silverstone AI's automation solutions.","Add a statistic on dental PMS downtime frequency or cost in the introduction.Example: 'According to a 2023 HealthTech survey, 42% of UK dental practices experienced at least one PMS outage lasting more than 2 hours in the past year.' Include quantified benefits of a fallback procedure (e.g., reduce duplicate bookings by X%). Add a numbered checklist or table with specific metrics (e.g., response times, record restoration steps)."
158,Content,Add Article structured data to /automate-no-show-follow-up,Easy,True,False,SCHEMA|DATES,RC-02,refuted-live,high,1,/blog/automate-no-show-follow-up,+20 pts,,872ef2faf5138971,3,"Technology/AI audiences often search for structured content. Without Article schema, the page loses eligibility for rich results (headline, image, date) in SERPs, which can reduce click-through rates by 20-30% for informational queries.","Add JSON-LD Article schema to the page's <head> or immediately after <body>.Include @context, @type: 'Article', headline, datePublished, dateModified, author, image, description, publisher (Organization), mainEntityOfPage."
159,Content,Add meta description and improve readability on /services/web-design-development,Medium,False,False,META_DESC|FAQ|THIN|READABILITY,RC-01|RC-05|RC-07,obsolete-advice,high,1,/services/web-design-development,+15 pts,,5c2cb96624bb9563,3,Service pages with missing meta descriptions lose ~8-12% CTR from search. Low readability may cause bounce rates 20-30% higher among non-technical buyers looking for web design services.,"Write a concise 150-160 character meta description including key services and value prop.Include 'bespoke web design', 'development UK', 'conversion-focused', and 'CRM integration'. Bespoke web design & development in London. Conversion-focused websites with CRM, calendar & booking integration. See live examples before you commission. Simplify copy from grade 14+ to grade 8-10.Replace jargon like 'commercial system', 'human-reviewed automation', 'governed content' with plain language. Break long sentences into shorter ones. Use more subheadings and bullet points. Original: 'A site that makes a"
160,Content,Fix heading hierarchy: H1 mismatch on /blog/fitness-coach-enquiry-automation,Easy,True,False,H1_DUPLICATE|HEADING_GENERIC|TITLE_TAG,RC-04|RC-06,confirmed-3p-mutation,high,1,/blog/fitness-coach-enquiry-automation,+15 pts,,aa615e611faface9,1,"Fitness coaches searching for enquiry automation tips will be confused by a cookie-related H1, reducing trust and increasing bounce rate. Poor hierarchy undermines content comprehensibility and keyword relevance, likely costing organic traffic and lead conversions.","Change the H1 to match the page title: 'How UK Fitness Coaches Turn Enquiries Into Consultations'. Remove or rephrase the 'ContinueExploring' H2; it adds no value. If it's a call-to-action, move it after the main content. Ensure H2s follow a logical sequence: Introduction, Problem, Solution, Build Path, Results."
161,Content,Fix H1 to reflect article content (cookie → no-show follow-up),Easy,True,False,H1_DUPLICATE,RC-04,confirmed-runtime,high,1,/blog/automate-no-show-follow-up,+10 pts,,c719e2496c7c53f4,2,"For a tech/AI site targeting fitness coaches, a mismatched H1 reduces topic relevance signals to search engines and may confuse readers, lowering engagement and conversion rates on what is likely a high-intent article.","Replace the H1 text with a clear, descriptive title matching the article topic."
162,Content,Fix hidden H1 and missing meta description on blog article,Easy,True,False,META_DESC|H1_DUPLICATE|COOKIE_H1,RC-01|RC-03|RC-04,confirmed-runtime,high,1,/blog/fitness-coach-enquiry-automation,+15 pts,,d8879009d59cdd54,2,"Blog readers and search engines see a cookie banner as the main heading, confusing relevance. Missing meta description reduces organic click-through rate by 10-20% for informational queries.","Set the H1 to match the article title: 'How UK Fitness Coaches Turn Enquiries Into Consultations'Remove the cookie banner H1; ensure the cookie consent plugin uses a different heading tag or is hidden from screen readers. Change <h1>Customize your cookie preferences</h1> to <h1>How UK Fitness Coaches Turn Enquiries Into Consultations</h1> Add a meta description of 140-160 characters summarizing the post's value.Include keywords: UK fitness coaches, enquiries, consultations, automation. <meta name=""description"" content=""Learn how UK fitness coaches turn enquiries into booked consultations with "
